run_id,seed,iteration,profile,target,method,n_coalitions,expected_value,predicted_value,dominant_feature,dominant_label,dominant_value,action,mode,fraction,feature_alpha,feature_beta,feature_danger_signal,feature_safety_signal,feature_diversity,feature_iteration,shap_alpha,shap_beta,shap_danger_signal,shap_safety_signal,shap_diversity,shap_iteration
9,1242,76,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.7466666666666666,0.921771740548216,0.6121161781062399,0.34308535058992984,0.1700712187797252,0.25333333333333335,0.0,0.0,0.0,0.0,0.0,0.0
9,1242,113,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.6233333333333333,0.7744014530142785,0.3622417818613536,0.31074584607598255,0.23340183575506546,0.37666666666666665,0.0,0.0,0.0,0.0,0.0,0.0
9,1242,158,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.4733333333333334,0.43372560580456077,0.4267824782487013,0.13824602101864092,0.13703821950503026,0.5266666666666666,0.0,0.0,0.0,0.0,0.0,0.0
9,1242,195,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.35,0.18242552380635635,0.4529862144652424,0.7661807611589568,0.11013839708561407,0.65,0.0,0.0,0.0,0.0,0.0,0.0
9,1242,232,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.22666666666666668,0.061034851072992,0.5097154242919797,0.5895141049155668,0.0999227651629719,0.7733333333333333,0.0,0.0,0.0,0.0,0.0,0.0
10,1243,40,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,91.0,diversity,Diversidad poblacional,1.6666666666666665,random_reinjection,random_aggressive,0.3,0.8666666666666667,0.975075573352886,0.1928117850508349,0.3097270745640692,0.008652948159423263,0.13333333333333333,0.0,0.0,0.6666666666666666,-0.3333333333333333,1.6666666666666665,0.0
10,1243,76,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.7466666666666666,0.921771740548216,0.594469129694839,0.4570555402365126,0.2070157717279478,0.25333333333333335,0.0,0.0,0.0,0.0,0.0,0.0
10,1243,113,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.6233333333333333,0.7744014530142785,0.420499741823902,0.6728438131540345,0.19668485383121762,0.37666666666666665,0.0,0.0,0.0,0.0,0.0,0.0
10,1243,150,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.5,0.5,0.6138140992339574,0.9713225875833879,0.11507378206346977,0.5,0.0,0.0,0.0,0.0,0.0,0.0
10,1243,187,soft,stagnation_risk,exact_shapley_wo_simulation,64,89.0,89.0,alpha,Coef. exploracion (alpha),0.0,random_reinjection,random_aggressive,0.3,0.3766666666666667,0.22559854698572146,0.3561140656251055,0.34666886807724484,0.19657839460030577,0.6233333333333333,0.0,0.0,0.0,0.0,0.0,0.0
